"","zone","treatment","plotid","pinTemp_mean","pinTemp_se","aboveTemp_mean","aboveTemp_se","airTemp_mean","airTemp_se","lagTemp_mean","lagTemp_se","deepTemp_mean","deepTemp_se","surfaceTemp_mean","surfaceTemp_se","rh_avg_mean","rh_avg_se","vp_avg_mean","vp_avg_se","wind_speed_avg_mean","wind_speed_avg_se"
"1","Pioneer zone","ambient",110,16.3597315868609,0.0953815489149693,16.6860142352127,0.41415428595457,16.4667795934557,0.395931391071596,16.3900676313213,0.095267120038514,16.2006027540933,0.107617918818803,16.0440012222708,0.10322372533443,68.0853838869464,2.30010078043554,1.19669645979021,0.0310469931546183,2.65168320221445,0.367610040695132
"2","Pioneer zone","ambient",120,16.2775006752306,0.0909936195455114,16.7537424989865,0.391465519106962,16.510899160079,0.370091218459638,16.1419778985507,0.0914512223829401,16.0873880713489,0.100417217297591,15.7960182565623,0.101526996445612,68.0853838869464,2.30010078043554,1.19669645979021,0.0310469931546183,2.65168320221445,0.367610040695132
"3","Pioneer zone","ambient",130,16.4191476689977,0.0935833455991613,16.8138366938617,0.385451308904858,16.5393426042502,0.387936154868653,16.2892483974359,0.0931628155544205,16.8443574300699,0.104487896218262,15.8482048076923,0.0973283431122011,68.0853838869464,2.30010078043554,1.19669645979021,0.0310469931546183,2.65168320221445,0.367610040695132
"4","Pioneer zone","+1.5°C",111,17.9045074769434,0.0832523319509443,17.0298406084254,0.405341834239913,16.8594728809837,0.391551120001102,17.6139206889125,0.0966814269493394,17.4275049559136,0.118726138456515,17.417359736402,0.0836310216309403,68.0853838869464,2.30010078043554,1.19669645979021,0.0310469931546183,2.65168320221445,0.367610040695132
"5","Pioneer zone","+1.5°C",121,17.8620904199109,0.0922660747596448,17.1860858767746,0.469664389217084,16.663517984576,0.415009160806388,17.2677667854835,0.09769250057879,17.3667406376311,0.101095598471385,17.4811155867931,0.104425259838381,68.0853838869464,2.30010078043554,1.19669645979021,0.0310469931546183,2.65168320221445,0.367610040695132
"6","Pioneer zone","+1.5°C",131,17.9192922299922,0.0961960513030617,17.0601271853147,0.403460121331638,16.6792528457653,0.391712231731605,17.8486132575758,0.096583228779562,17.4245244755245,0.130019733977841,17.4417683566434,0.100011141029473,68.0853838869464,2.30010078043554,1.19669645979021,0.0310469931546183,2.65168320221445,0.367610040695132
"7","Pioneer zone","+3.0°C",112,19.3336550298351,0.0990188177952377,18.607880091801,0.512520746751938,17.320320790924,0.410558098193855,19.050958549268,0.102125749214344,19.1505891161978,0.0987008302417766,18.756573552518,0.111756886521724,68.0853838869464,2.30010078043554,1.19669645979021,0.0310469931546183,2.65168320221445,0.367610040695132
"8","Pioneer zone","+3.0°C",122,19.3508470692256,0.0895184215688482,17.5708085158559,0.449800459650204,16.8292439185771,0.409182892357963,18.8735561584754,0.0914490771084224,18.6748952853725,0.11152926892456,18.910291773756,0.102061436947222,68.0853838869464,2.30010078043554,1.19669645979021,0.0310469931546183,2.65168320221445,0.367610040695132
"9","Pioneer zone","+3.0°C",132,19.3318386105727,0.0942515904831909,17.6534504905011,0.433163904907183,16.8924257114802,0.381983746365737,19.3360963719339,0.0878952092485737,19.9680248413794,0.0758800501284742,18.9602981236014,0.0993144677873834,68.0853838869464,2.30010078043554,1.19669645979021,0.0310469931546183,2.65168320221445,0.367610040695132
"10","Low marsh","ambient",240,16.2967069702047,0.10756246516713,16.6271912934719,0.422849764576908,16.5238208652831,0.404128032484599,16.5949843045022,0.116250856255457,16.1392564087463,0.0973385866389932,16.0253633661015,0.115974375036079,68.088236451049,2.29815304352655,1.19641520979021,0.0311541636839383,2.64438352272727,0.36640358904677
"11","Low marsh","ambient",250,16.0254770979021,0.0940837403888289,16.448000801282,0.399061287101946,16.4456291083916,0.401132756736094,15.9805671037296,0.097649107798601,16.1309281468531,0.0961058181693338,15.5839430944056,0.109529035285338,68.088236451049,2.29815304352655,1.19641520979021,0.0311541636839383,2.64438352272727,0.36640358904677
"12","Low marsh","ambient",260,16.3753897144522,0.0985428487177727,16.5167782925408,0.405025922884524,16.5321491938617,0.41220963410905,16.8645646367521,0.15130074786325,16.2737346445222,0.110630176665895,16.2437301587301,0.227288646728007,68.088236451049,2.29815304352655,1.19641520979021,0.0311541636839383,2.64438352272727,0.36640358904677
"13","Low marsh","+1.5°C",241,17.7358729934704,0.100702815508615,17.2266124419483,0.414132782367554,16.735948477331,0.404843232572269,17.4500828747039,0.10448984920857,17.3683322150825,0.082253279253156,17.3908214486694,0.133051356259817,68.088236451049,2.29815304352655,1.19641520979021,0.0311541636839383,2.64438352272727,0.36640358904677
"14","Low marsh","+1.5°C",251,17.6331670405983,0.0768355546272009,17.1356520373467,0.502840813965487,16.9072334253066,0.468508423003972,16.9297821362876,0.0801445341977572,16.7542042670011,0.0292361165765934,17.3632102578038,0.131865752343107,68.088236451049,2.29815304352655,1.19641520979021,0.0311541636839383,2.64438352272727,0.36640358904677
"15","Low marsh","+1.5°C",261,17.4100922194553,0.104039242749833,17.508804904458,0.450066633983748,16.6586219903603,0.398254282328576,17.3348352073824,0.091187286404635,17.0310354342051,0.0756792705534986,17.3114370797883,0.143810464039702,68.088236451049,2.29815304352655,1.19641520979021,0.0311541636839383,2.64438352272727,0.36640358904677
