"ID.y","GLU_value","Depth.x.x","Zone.x","Treatment.x","Layer.x","CHI_value","Depth.x.y","Zone.y","Treatment.y","Layer.y","LEU_value","Depth.x","Zone","Treatment","Layer","GLU_CHI_ratio","Depth"
"251(G5)20-30",18.8074934934735,"20-30 cm","Low marsh","+1.5°C","Topsoil
(0-30 cm)",137.591878522428,"20-30 cm","Low marsh","+1.5°C","Topsoil
(0-30 cm)",425.815509408417,"20-30 cm","Low marsh","+1.5°C","Topsoil
(0-30 cm)",0.0333816948381621,"20-30 cm"
"251(G5)40-50",63.726598669022,"40-50 cm","Low marsh","+1.5°C","Subsoil
(40-100 cm)",127.455552996581,"40-50 cm","Low marsh","+1.5°C","Subsoil
(40-100 cm)",434.779038385882,"40-50 cm","Low marsh","+1.5°C","Subsoil
(40-100 cm)",0.113345211493171,"40-50 cm"
"251(G5)60-80",9.07828085107901,"60-80 cm","Low marsh","+1.5°C","Subsoil
(40-100 cm)",6.25702477008546,"60-80 cm","Low marsh","+1.5°C","Subsoil
(40-100 cm)",126.454691631118,"60-80 cm","Low marsh","+1.5°C","Subsoil
(40-100 cm)",0.0684060239537124,"60-80 cm"
"242(A2)0-5",303.112794808334,"0-5 cm","Low marsh","+3.0°C","Topsoil
(0-30 cm)",929.037759477599,"0-5 cm","Low marsh","+3.0°C","Topsoil
(0-30 cm)",856.561701353175,"0-5 cm","Low marsh","+3.0°C","Topsoil
(0-30 cm)",0.169754080608485,"0-5 cm"
"242(A2)5-10",152.110175533931,"5-10 cm","Low marsh","+3.0°C","Topsoil
(0-30 cm)",991.668755058077,"5-10 cm","Low marsh","+3.0°C","Topsoil
(0-30 cm)",749.729019091081,"5-10 cm","Low marsh","+3.0°C","Topsoil
(0-30 cm)",0.0873494716669496,"5-10 cm"
"242(A2)20-30",39.0605646662966,"20-30 cm","Low marsh","+3.0°C","Topsoil
(0-30 cm)",201.009589537208,"20-30 cm","Low marsh","+3.0°C","Topsoil
(0-30 cm)",1548.96320524418,"20-30 cm","Low marsh","+3.0°C","Topsoil
(0-30 cm)",0.0223206696599967,"20-30 cm"
"242(A2)40-50",88.8582108846293,"40-50 cm","Low marsh","+3.0°C","Subsoil
(40-100 cm)",157.715277397505,"40-50 cm","Low marsh","+3.0°C","Subsoil
(40-100 cm)",1187.59609793905,"40-50 cm","Low marsh","+3.0°C","Subsoil
(40-100 cm)",0.0660502932731093,"40-50 cm"
"242(A2)60-80",193.749822358298,"60-80 cm","Low marsh","+3.0°C","Subsoil
(40-100 cm)",161.676836387652,"60-80 cm","Low marsh","+3.0°C","Subsoil
(40-100 cm)",618.942527676124,"60-80 cm","Low marsh","+3.0°C","Subsoil
(40-100 cm)",0.248200123232491,"60-80 cm"
"242(A2)80-100",21.5910128035151,"80-100 cm","Low marsh","+3.0°C","Subsoil
(40-100 cm)",132.806821998914,"80-100 cm","Low marsh","+3.0°C","Subsoil
(40-100 cm)",716.129908012332,"80-100 cm","Low marsh","+3.0°C","Subsoil
(40-100 cm)",0.0254330058298091,"80-100 cm"
"111(A6)60-80",46.4852491120492,"60-80 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",15.7659260514335,"60-80 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",459.658641907812,"60-80 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",0.0977762872280382,"60-80 cm"
"111(A2)0-5",1089.72567548499,"80-100 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",151.438374604253,"0-5 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",1298.04681613516,"0-5 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",0.751801868999505,"80-100 cm"
"111(A2)40-50",109.004298613266,"0-5 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",11.8549832586254,"40-50 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",249.697114396422,"40-50 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",0.416759412715659,"0-5 cm"
"390(A6)0-5",NA,NA,NA,NA,NA,227.905538890724,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",422.077766745458,"0-5 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"390(A6)5-10",NA,NA,NA,NA,NA,26.1166073667927,"5-10 cm","High marsh","ambient","Topsoil
(0-30 cm)",72.3189755769984,"5-10 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"390(A6)40-50",NA,NA,NA,NA,NA,68.7193143374633,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",749.254578489423,"40-50 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"390(A6)60-80",NA,NA,NA,NA,NA,27.5469522404201,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",744.397119500815,"60-80 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"240(A2)0-5",NA,NA,NA,NA,NA,336.215660500175,"0-5 cm","Low marsh","ambient","Topsoil
(0-30 cm)",531.187089110409,"0-5 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"240(A2)5-10",NA,NA,NA,NA,NA,300.931327403388,"5-10 cm","Low marsh","ambient","Topsoil
(0-30 cm)",510.328982120223,"5-10 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"240(A2)20-30",NA,NA,NA,NA,NA,72.4652907337706,"20-30 cm","Low marsh","ambient","Topsoil
(0-30 cm)",608.980118168525,"20-30 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"240(A2)40-50",NA,NA,NA,NA,NA,26.7257231350907,"40-50 cm","Low marsh","ambient","Subsoil
(40-100 cm)",390.087815457514,"40-50 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"240(A2)60-80",NA,NA,NA,NA,NA,36.6536527414348,"60-80 cm","Low marsh","ambient","Subsoil
(40-100 cm)",323.249004228996,"60-80 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"240(A2)80-100",NA,NA,NA,NA,NA,10.0282081678331,"80-100 cm","Low marsh","ambient","Subsoil
(40-100 cm)",102.710602701077,"80-100 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"261(A2)0-5",NA,NA,NA,NA,NA,194.234922070804,"0-5 cm","Low marsh","+1.5°C","Topsoil
(0-30 cm)",384.186101642848,"0-5 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"261(A2)5-10",NA,NA,NA,NA,NA,213.996577215944,"5-10 cm","Low marsh","+1.5°C","Topsoil
(0-30 cm)",462.648901754172,"5-10 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"261(A2)20-30",NA,NA,NA,NA,NA,144.998386423031,"20-30 cm","Low marsh","+1.5°C","Topsoil
(0-30 cm)",607.326024883584,"20-30 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"261(A2)40-50",NA,NA,NA,NA,NA,267.325786090784,"40-50 cm","Low marsh","+1.5°C","Subsoil
(40-100 cm)",567.293386135297,"40-50 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"261(A2)60-80",NA,NA,NA,NA,NA,3.09806278389617,"60-80 cm","Low marsh","+1.5°C","Subsoil
(40-100 cm)",364.254450542725,"60-80 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"261(A2)80-100",NA,NA,NA,NA,NA,6.84916071415,"80-100 cm","Low marsh","+1.5°C","Subsoil
(40-100 cm)",227.868952178677,"80-100 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"262(A2)60-80",NA,NA,NA,NA,NA,19.61776323307,"60-80 cm","Low marsh","+3.0°C","Subsoil
(40-100 cm)",256.139854675049,"60-80 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"390(C2)0-5",NA,NA,NA,NA,NA,513.296855506943,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",709.849333911088,"0-5 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"390(C2)5-10",NA,NA,NA,NA,NA,660.102484406251,"5-10 cm","High marsh","ambient","Topsoil
(0-30 cm)",807.154457008887,"5-10 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"390(C2)20-30",NA,NA,NA,NA,NA,408.672790268617,"20-30 cm","High marsh","ambient","Topsoil
(0-30 cm)",1467.83637980633,"20-30 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"390(C2)40-50",NA,NA,NA,NA,NA,153.819955372549,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",1084.78378263435,"40-50 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"390(C2)60-80",NA,NA,NA,NA,NA,39.8420697653541,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",745.130818273077,"60-80 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"390(C2)80-100",NA,NA,NA,NA,NA,65.4542459072587,"80-100 cm","High marsh","ambient","Subsoil
(40-100 cm)",937.717161257128,"80-100 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"381(G5)0-5",NA,NA,NA,NA,NA,421.261130188025,"0-5 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",874.493506673505,"0-5 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"381(G5)5-10",NA,NA,NA,NA,NA,592.200538879209,"5-10 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",918.986726748985,"5-10 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"381(G5)20-30",NA,NA,NA,NA,NA,632.865672325543,"20-30 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",1681.88812205943,"20-30 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"381(G5)40-50",NA,NA,NA,NA,NA,218.778877367834,"40-50 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",1559.07584321353,"40-50 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"381(G5)60-80",NA,NA,NA,NA,NA,355.32220427058,"60-80 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",1346.77676450179,"60-80 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"381(G5)80-100",NA,NA,NA,NA,NA,181.014247232844,"80-100 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",1585.12519362615,"80-100 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"242(C2)0-5",NA,NA,NA,NA,NA,466.801486232932,"0-5 cm","Low marsh","+3.0°C","Topsoil
(0-30 cm)",945.558386413821,"0-5 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"242(C2)5-10",NA,NA,NA,NA,NA,383.840448324692,"5-10 cm","Low marsh","+3.0°C","Topsoil
(0-30 cm)",895.781109154994,"5-10 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"242(C2)20-30",NA,NA,NA,NA,NA,135.52145813494,"20-30 cm","Low marsh","+3.0°C","Topsoil
(0-30 cm)",1084.08614500648,"20-30 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"242(C2)40-50",NA,NA,NA,NA,NA,160.038639290334,"40-50 cm","Low marsh","+3.0°C","Subsoil
(40-100 cm)",1182.78376400835,"40-50 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"242(C2)60-80",NA,NA,NA,NA,NA,217.68760032339,"60-80 cm","Low marsh","+3.0°C","Subsoil
(40-100 cm)",910.468049748472,"60-80 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"242(C2)80-100",NA,NA,NA,NA,NA,65.3984905127211,"80-100 cm","Low marsh","+3.0°C","Subsoil
(40-100 cm)",900.825131757781,"80-100 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"240(A6)0-5",NA,NA,NA,NA,NA,438.582414263251,"0-5 cm","Low marsh","ambient","Topsoil
(0-30 cm)",1216.99918051033,"0-5 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"240(A6)5-10",NA,NA,NA,NA,NA,401.154368740513,"5-10 cm","Low marsh","ambient","Topsoil
(0-30 cm)",1265.97677403587,"5-10 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"240(A6)20-30",NA,NA,NA,NA,NA,169.694311328897,"20-30 cm","Low marsh","ambient","Topsoil
(0-30 cm)",1641.65551348715,"20-30 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"240(A6)40-50",NA,NA,NA,NA,NA,156.285137534675,"40-50 cm","Low marsh","ambient","Subsoil
(40-100 cm)",1180.47782068591,"40-50 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"240(A6)60-80",NA,NA,NA,NA,NA,133.128713212875,"60-80 cm","Low marsh","ambient","Subsoil
(40-100 cm)",1599.1234571902,"60-80 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"240(A6)80-100",NA,NA,NA,NA,NA,117.880092026996,"80-100 cm","Low marsh","ambient","Subsoil
(40-100 cm)",1458.50392685353,"80-100 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"380(A2)0-5",NA,NA,NA,NA,NA,348.781508471637,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",921.691162450106,"0-5 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"380(A2)5-10",NA,NA,NA,NA,NA,342.420884430067,"5-10 cm","High marsh","ambient","Topsoil
(0-30 cm)",1178.2681735298,"5-10 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"380(A2)20-30",NA,NA,NA,NA,NA,224.458309010062,"20-30 cm","High marsh","ambient","Topsoil
(0-30 cm)",1509.5459716488,"20-30 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"380(A2)40-50",NA,NA,NA,NA,NA,105.030163235011,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",1894.46601579917,"40-50 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"380(A2)60-80",NA,NA,NA,NA,NA,35.8594321726355,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",1594.95590683053,"60-80 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"380(A2)80-100",NA,NA,NA,NA,NA,26.5012801692076,"80-100 cm","High marsh","ambient","Subsoil
(40-100 cm)",876.004000507708,"80-100 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"380(C2)0-5",NA,NA,NA,NA,NA,247.050219355702,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",626.508258437995,"0-5 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"380(C2)20-30",NA,NA,NA,NA,NA,128.459652504941,"20-30 cm","High marsh","ambient","Topsoil
(0-30 cm)",943.499221745909,"20-30 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"380(C2)40-50",NA,NA,NA,NA,NA,206.01600080626,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",970.725501565065,"40-50 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"380(C2)60-80",NA,NA,NA,NA,NA,36.8463695178578,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",214.465160626932,"60-80 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"380(C2)80-100",NA,NA,NA,NA,NA,24.6093751913489,"80-100 cm","High marsh","ambient","Subsoil
(40-100 cm)",183.396312945696,"80-100 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"251(A2)60-80",NA,NA,NA,NA,NA,118.561053810619,"60-80 cm","Low marsh","+1.5°C","Subsoil
(40-100 cm)",358.067295180178,"60-80 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"251(A2)80-100",NA,NA,NA,NA,NA,32.1385020771228,"80-100 cm","Low marsh","+1.5°C","Subsoil
(40-100 cm)",178.126893330915,"80-100 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"370(C2)0-5",NA,NA,NA,NA,NA,229.130086600876,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",916.712035676532,"0-5 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"370(C2)5-10",NA,NA,NA,NA,NA,238.012780183807,"5-10 cm","High marsh","ambient","Topsoil
(0-30 cm)",1215.06271709274,"5-10 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"370(C2)20-30",NA,NA,NA,NA,NA,188.005631951648,"20-30 cm","High marsh","ambient","Topsoil
(0-30 cm)",1827.64042842387,"20-30 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"370(C2)40-50",NA,NA,NA,NA,NA,422.939927902004,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",1632.12888243789,"40-50 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"370(C2)60-80",NA,NA,NA,NA,NA,176.262935545037,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",1449.16763019182,"60-80 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"370(C2)80-100",NA,NA,NA,NA,NA,240.070755186048,"80-100 cm","High marsh","ambient","Subsoil
(40-100 cm)",2116.00396112912,"80-100 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"371(A2)0-5",NA,NA,NA,NA,NA,300.397112950559,"0-5 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",1237.40379867551,"0-5 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"371(A2)5-10",NA,NA,NA,NA,NA,298.056638290042,"5-10 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",1539.33633367581,"5-10 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"371(A2)20-30",NA,NA,NA,NA,NA,291.138436518837,"20-30 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",1929.6241586996,"20-30 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"371(A2)40-50",NA,NA,NA,NA,NA,120.168385317987,"40-50 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",1607.23489406814,"40-50 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"371(A2)60-80",NA,NA,NA,NA,NA,187.334797238846,"60-80 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",1849.52954857587,"60-80 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"371(A2)80-100",NA,NA,NA,NA,NA,183.220350327428,"80-100 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",1602.03826315771,"80-100 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"382(A6)0-5",NA,NA,NA,NA,NA,507.842037194287,"0-5 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",734.623549598637,"0-5 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"382(A6)5-10",NA,NA,NA,NA,NA,901.680890314787,"5-10 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",772.619816523774,"5-10 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"382(A6)20-30",NA,NA,NA,NA,NA,1551.27447200593,"20-30 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",1443.02917399596,"20-30 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"382(A6)40-50",NA,NA,NA,NA,NA,1199.93229214072,"40-50 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",1648.44802523089,"40-50 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"382(A6)60-80",NA,NA,NA,NA,NA,160.685371500493,"60-80 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",1799.39529753746,"60-80 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"382(A6)80-100",NA,NA,NA,NA,NA,302.073469160777,"80-100 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",487.621911409579,"80-100 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"252(G5)0-5",NA,NA,NA,NA,NA,845.756253752995,"0-5 cm","Low marsh","+3.0°C","Topsoil
(0-30 cm)",670.56194116127,"0-5 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"252(G5)5-10",NA,NA,NA,NA,NA,1649.8356986046,"5-10 cm","Low marsh","+3.0°C","Topsoil
(0-30 cm)",600.438106824948,"5-10 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"252(G5)20-30",NA,NA,NA,NA,NA,245.490865668866,"20-30 cm","Low marsh","+3.0°C","Topsoil
(0-30 cm)",450.917534455626,"20-30 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"252(G5)40-50",NA,NA,NA,NA,NA,27.5172946497382,"40-50 cm","Low marsh","+3.0°C","Subsoil
(40-100 cm)",244.557952224945,"40-50 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"252(G5)60-80",NA,NA,NA,NA,NA,115.328528462093,"60-80 cm","Low marsh","+3.0°C","Subsoil
(40-100 cm)",453.53228029314,"60-80 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"252(G5)80-100",NA,NA,NA,NA,NA,11.315143686762,"80-100 cm","Low marsh","+3.0°C","Subsoil
(40-100 cm)",98.3945675217618,"80-100 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"112(A6)20-30",NA,NA,NA,NA,NA,26.3854194737728,"20-30 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",948.279167275308,"20-30 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"112(A6)60-80",NA,NA,NA,NA,NA,27.0642554961738,"60-80 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",557.221221730901,"60-80 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"112(G5)5-10",NA,NA,NA,NA,NA,186.682552288956,"5-10 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",485.497844627466,"5-10 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"251(C2)0-5",NA,NA,NA,NA,NA,102.972507938305,"0-5 cm","Low marsh","+1.5°C","Topsoil
(0-30 cm)",945.812177746585,"0-5 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"251(C2)5-10",NA,NA,NA,NA,NA,104.820262189268,"5-10 cm","Low marsh","+1.5°C","Topsoil
(0-30 cm)",811.361196049505,"5-10 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"251(C2)20-30",NA,NA,NA,NA,NA,43.8940929519617,"20-30 cm","Low marsh","+1.5°C","Topsoil
(0-30 cm)",942.794407123681,"20-30 cm",NA,NA,"Topsoil
(0-30 cm)",NA,NA
"251(C2)40-50",NA,NA,NA,NA,NA,60.8136424210962,"40-50 cm","Low marsh","+1.5°C","Subsoil
(40-100 cm)",1236.02138522397,"40-50 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"251(C2)60-80",NA,NA,NA,NA,NA,99.1602395480839,"60-80 cm","Low marsh","+1.5°C","Subsoil
(40-100 cm)",879.221940814834,"60-80 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"251(C2)80-100",NA,NA,NA,NA,NA,17.79201701466,"80-100 cm","Low marsh","+1.5°C","Subsoil
(40-100 cm)",705.461972217275,"80-100 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"122(A6)80-100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.661267508171,"80-100 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"241(A2)80-100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.303095970822,"80-100 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
"251(G5)80-100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2357487318747,"80-100 cm",NA,NA,"Subsoil
(40-100 cm)",NA,NA
